Name	Value.id	Value.chineseS	Value.chineseT	Value.english	Value.japanese	Value.german	Value.chineseH	ct	e	j	k
TextConfig_Unit	13102092	再生能力极强的大蜈蚣，当中间的部分被打断，会分成两条各自行动。	再生能力極强的大蜈蚣，當中間的部分被打斷，會分成兩條各自行動。	A large centipede with extremely strong regenerative ability which will split into two individuals when the middle part is killed.	再生能力が非常に強い大きなムカデは、真ん中の部分が途切れると、2つの行動に分かれる。	Ein großer Tausendfüßler mit sehr starker Regenerationsfähigkeit, der sich in zwei Teile teilt, wenn der Mittelteil beschädigt wird.		극도로 강한 재생 능력을 지닌 거대 지네는 중간 부분이 방해를 받으면 두 부분으로 갈라져 따로 행동한다.	매우 강한 재생 능력을 지닌 대형 지네로, 중간 부분이 죽으면 두 개체로 갈라집니다.	재생 능력이 매우 강한 큰 지네는 중간 부분이 끊어지면 두 가지 행동으로 나뉜다.	
TextConfig_Unit	13102093	再生能力极强的变异大蜈蚣，当中间的部分被打断，会分成两条各自行动。	再生能力極强的變異大蜈蚣，當中間的部分被打斷，會分成兩條各自行動。	A large evolved centipede with extremely strong regenerative ability which will split into two individuals when the middle part is killed.	再生能力が非常に強い変異した大きなムカデは、真ん中の部分が遮断されると、2つの行動に分かれる。	Ein großer mutierter Tausendfüßler mit sehr starker Regenerationsfähigkeit, der sich in zwei Teile teilt, wenn der Mittelteil beschädigt wird.		거대지네는 재생 능력이 극도로 강한 돌연변이 거대지네로, 중간 부분을 방해하면 두 부분으로 갈라져 따로 행동한다.	매우 강력한 재생 능력을 지닌 대형 진화된 지네로, 중간 부분이 죽으면 두 개체로 분리됩니다.	로드 중...	
TextConfig_Unit	13102094	再生能力极强的变异大蜈蚣，当中间的部分被打断，会分成两条各自行动。	再生能力極强的變異大蜈蚣，當中間的部分被打斷，會分成兩條各自行動。	A large evolved centipede with extremely strong regenerative ability which will split into two individuals when the middle part is killed.	再生能力が非常に強い変異した大きなムカデは、真ん中の部分が遮断されると、2つの行動に分かれる。	Ein großer mutierter Tausendfüßler mit sehr starker Regenerationsfähigkeit, der sich in zwei Teile teilt, wenn der Mittelteil beschädigt wird.		거대지네는 재생 능력이 극도로 강한 돌연변이 거대지네로, 중간 부분을 방해하면 두 부분으로 갈라져 따로 행동한다.	매우 강력한 재생 능력을 지닌 대형 진화된 지네로, 중간 부분이 죽으면 두 개체로 분리됩니다.	로드 중...	
TextConfig_Unit	13102095	脱节蜈蚣分裂	人類的靈魂形成的魔物，對活人只有憎恨。	A creature formed from human souls, harboring mere hatred towards the living.	人類の魂によって形成された魔物。生者に対して純粋な憎しみを抱く。	Abgehängter Tausendfüßler spaltet sich	神奇的气球，可以穿过墙壁移动。	인간의 영혼으로 형성된 괴물로, 살아있는 사람만을 싫어한다.	로드 중...	인류의 영혼에 의해 형성된 마물.생자에게 순수한 증오를 안는다.	
TextConfig_Unit	13102101	人类的灵魂形成的魔物，对活人只有憎恨。	人類的靈魂形成的魔物，對活人只有憎恨。	A creature formed from human souls, harboring mere hatred towards the living.	人類の魂によって形成された魔物。生者に対して純粋な憎しみを抱く。	Ein Monster, das aus menschlichen Seelen gebildet wird und lebenden Menschen nur Hass entgegenbringt.	神奇的气球，可以穿过墙壁移动。	인간의 영혼으로 형성된 괴물로, 살아있는 사람만을 싫어한다.	로드 중...	인류의 영혼에 의해 형성된 마물.생자에게 순수한 증오를 안는다.	
TextConfig_Unit	13102102	强大的幽灵，能够瞬间移动。	強大的幽靈，能夠瞬間移動。	Powerful phantoms capable of teleporting.	強い幽霊。瞬間移動ができる。	Ein mächtiger Geist, der sich teleportieren kann.	强大的魔法气球，能够瞬间移动。	순간적으로 움직일 수 있는 강력한 유령입니다.	순간이동이 가능한 강력한 팬텀.	강한 유령. 순간 이동이 가능하다.	
TextConfig_Unit	13102141	充满怨念的幽灵，能进行残影闪避。	充滿怨念的幽靈，能進行殘影閃避。	Resentful phantoms, capable of performing shadow evasions.	憎しみに満ちた幽霊。残影回避ができる。	Ein Geist voller Zorn, der in der Lage ist, Schattenausweichmanöver durchzuführen.	能快速进行闪避的魔法气球。	잔상을 피할 수 있는 원망이 가득한 유령.	로드 중...	증오로 가득한 유령. 잔영 회피가 가능하다.	
TextConfig_Unit	13102142	充满怨念的闪烁幽灵，能进行残影闪避。	充滿怨念的閃爍幽靈，能進行殘影閃避。	Resentful Glittering Phantoms, capable of performing shadow evasions.	憎しみに満ちたきらめく幽霊。残影回避ができる。	Ein blinkender Geist voller Zorn, der in der Lage ist, Schattenausweichmanöver durchzuführen.	能进行快速闪避的闪烁魔法气球。	잔상을 피할 수 있는 원한으로 가득 찬 깜박이는 유령.	로드 중...	증오로 가득한 반짝이는 유령.	
TextConfig_Unit	13102171	混合了虚空力量的幽灵，远离敌人时能将自身虚空化。	混合了虛空力量的幽靈，遠離敵人時能將自身虛空化。	Phantoms with the power of the void, can void itself when away from enemies.	虚空の力を混ぜた幽霊は。敵から遠ざかると自身を虚空化することができる。	Ein Geist, der mit vermischter Leere ist und sich beim Rückzug vor Feinden in das Nichts verwandeln kann.	特别厉害的穿墙者，周围没人时会进入虚化状态。	공허의 힘이 결합된 유령으로, 적과 멀리 떨어져 있으면 스스로 공허로 변할 수 있습니다.	로드 중...	허공의 힘을 섞은 유령은. 적으로부터 멀어지면 자신을 허공화할 수 있다.	
TextConfig_Unit	13102172	混合了虚空力量的闪烁幽灵，远离敌人时能将自身虚空化。	混合了虛空力量的閃爍幽靈，遠離敵人時能將自身虛空化。	Glittering Phantoms with the power of the void, can void itself when away from enemies.	虚空の力を混ぜたらめく幽霊は。敵から遠ざかると自身を虚空化することができる。	Ein blinkender Geist, der mit vermischter Leere ist und sich beim Rückzug vor Feinden in das Nichts verwandeln kann.	特别厉害的闪烁穿墙者，周围没人时会进入虚化状态。	공허의 힘이 결합된 깜박이는 유령으로, 적과 멀리 떨어져 있으면 스스로 속을 비울 수 있습니다.	로드 중...	허공의 힘을 섞은 귀신은. 적으로부터 멀어지면 자신을 허공화할 수 있다.	
TextConfig_Unit	13102201	伪装成罐子的魔物。受到攻击时会发射魔法弹保护自己。	偽裝成罐子的魔物。受到攻擊時會發射魔法彈保護自己。	Magic creature disguised as a jar. It shoots magic bullets to protect itself when being attacked.	缶にカモフラージュした魔物。攻撃を受けると保身のために魔弾を放つ。	Ein Monster, das sich als Krug tarnt. Bei einem Angriff kann es magische Kugeln abfeuern, um sich zu schützen		항아리로 변장한 몬스터. 공격을 받으면 마법탄을 발사하여 자신을 보호합니다.	로드 중...	캔에 위장한 마물. 공격을 받으면 보신을 위해 마탄을 발한다.	
TextConfig_Unit	13102202	伪装成罐子的魔物。内部成为了幽灵的住所。	偽裝成罐子的魔物。內部成為了幽靈的住所。	Magic creature disguised as a jar. The interior became a dwelling place for phantoms.	缶にカモフラージュした魔物。その内部は幽霊の住処と化している。	Ein Monster, das sich als Krug tarnt. Im Inneren ist es das Zuhause eines Geistes.	伪装成罐子的魔物。受到攻击会释放魔法气球。	항아리로 변장한 몬스터. 내부는 유령의 거처가되었습니다.	로드 중...	캔에 위장한 마물. 그 내부는 유령의 거처로 되어 있다.	
TextConfig_Unit	13102203	伪装成罐子的魔物。内部成为了闪烁幽灵的住所。	偽裝成罐子的魔物。內部成為了閃爍幽靈的住所。	Magic creature disguised as a jar. The interior became a dwelling place for Glittering Phantoms.	缶にカモフラージュした魔物。その内部はきらめく幽霊の住処と化している。	Ein Monster, das sich als Krug tarnt. Im Inneren ist es das Zuhause eines blinkenden Geistes.	伪装成罐子的魔物。受到攻击会释放闪烁魔法气球。	항아리로 변장한 몬스터. 내부는 깜빡이는 유령들의 집이 됩니다.	로드 중...	캔에 위장한 마물. 그 내부는 반짝이는 유령의 주처로 되어 있다.	
TextConfig_Unit	13102242	伪装成罐子的魔物。内部成为了残影幽灵的住所。	偽裝成罐子的魔物。內部成為了殘影幽靈的住所。	Magic creature disguised as a jar. The interior became a dwelling place for Shadow Phantoms.	缶にカモフラージュした魔物。その内部は虚空の幽霊の住処と化している。	Ein Monster, das sich als Krug tarnt. Im Inneren ist es das Zuhause eines Schattengeistes.	伪装成罐子的魔物。受到攻击会释放残影魔法气球。	항아리로 변장한 몬스터. 내부는 잔상귀신들의 거처가 되었다.	로드 중...	캔에 위장한 마물. 그 내부는 허공의 유령의 거처로 되어 있다.	
TextConfig_Unit	13102243	伪装成罐子的魔物。内部成为了残影闪烁幽灵的住所。	偽裝成罐子的魔物。內部成為了殘影閃爍幽靈的住所。	Magic creature disguised as a jar. The interior became a dwelling place for Shadow Glittering Phantoms.	缶にカモフラージュした魔物。その内部は虚空の幽霊の住処と化している。	Ein Monster, das sich als Krug tarnt. Im Inneren ist es das Zuhause eines blinkenden Schattengeistes.	伪装成罐子的魔物。受到攻击会释放残影闪烁魔法气球。	항아리로 변장한 몬스터. 내부는 깜빡이는 잔상의 유령들의 거처가 되었다.	항아리로 위장한 마법의 생물. 내부는 Shadow glittering Phantoms의 거주지가되었습니다.	캔에 위장한 마물. 그 내부는 허공의 유령의 거처로 되어 있다.	
TextConfig_Unit	13102272	伪装成罐子的魔物。内部成为了虚空幽灵的住所。自身也能使用虚化之力。	偽裝成罐子的魔物。 內部成為了虛空幽靈的住所。 自身也能使用虛化之力。	Magic creature disguised as a jar. The interior became a dwelling place for Void Phantoms.Itself can also use the power of void.	缶にカモフラージュした魔物。内部は虚空幽霊の住居となっていた。自身も虚化の力を使うことができる。	Ein Monster, das sich als Krug tarnt. Im Inneren ist es das Zuhause eines Leerraumgeistes. Es kann auch die Fähigkeit zum Leerraum verwenden.	伪装成罐子的魔物。内部成为了虚空穿墙者的住所。自身也能使用虚化之力。	항아리로 변장한 몬스터. 내부는 공허한 유령의 거처가 되었습니다. 그는 또한 가상화의 힘을 스스로 사용할 수도 있습니다.	항아리로 위장한 마법의 생물. 내부는 보이드 팬텀들의 거처가 되었다. 그 자체로도 보이드의 힘을 사용할 수 있다.	로드 중...	
TextConfig_Unit	13102273	伪装成罐子的魔物。内部成为了虚空闪烁幽灵的住所。自身也能使用虚化之力。	偽裝成罐子的魔物。 內部成為了虛空閃爍幽靈的住所。 自身也能使用虛化之力。	Magic creature disguised as a jar. The interior became a dwelling place for Void Glittering Phantoms.Itself can also use the power of void.	缶にカモフラージュした魔物。その内部は虚空のきらめく幽霊の住処と化している。自身も虚化の力を使うことができる。	Ein Monster, das sich als Krug tarnt. Im Inneren ist es das Zuhause eines blinkenden Leerraumgeistes. Es kann auch die Fähigkeit zum Leerraum verwenden.	伪装成罐子的魔物。内部成为了虚空闪烁穿墙者的住所。自身也能使用虚化之力。	항아리로 변장한 몬스터. 내부는 깜빡이는 공허의 유령들의 거처가 되었습니다. 그는 또한 가상화의 힘을 스스로 사용할 수도 있습니다.	항아리로 위장한 마법의 생물. 내부는 보이드 글리터링 팬텀의 거주지가 되었습니다. 그 자체로도 보이드의 힘을 사용할 수 있습니다.	로드 중...	
TextConfig_Unit	13102301	一种浮游生物的幼体形态，四处漂泊寻找魔力丰富的扎根之地。	一種浮游生物的幼體形態，四處漂泊尋找魔力豐富的扎根之地。	The juvenile stage of a plankton, drifting around searching for grounds rich in mana to take root.	浮遊生物の幼体。彷徨いながら魔力に富んだ住処を探している。	Eine Larvenform des Planktons, das umherirrt, um einen Ort mit reicher Magie zu finden.		플랑크톤의 애벌레 형태로, 뿌리를 내릴 수 있는 마법의 풍요로운 장소를 찾아 떠돌고 있습니다.	로드 중...	부유 생물의 유체. 방황하면서 마력이 풍부한 거처를 찾고 있다.	
TextConfig_Unit	13102302	亚成体的血蝶章鱼，受到攻击时能释放寻踪的魔法蝴蝶。	亞成體的血蝶章魚，受到攻擊時能釋放尋蹤的魔法蝴蝶。	The sub-adult stage of the Blood-butterfly Octopus, which releases tracking magic butterflies when attacked.	亜成体の血蝶のタコ。攻撃を受けると魔法の蝶を放ち追跡を行うことができる。	Eine subadulte Blutsauger-Oktopus, die bei einem Angriff magische Schmetterlinge zur Spurverfolgung freisetzen kann.	亚成体的幻蝶章鱼，受到攻击时能释放寻踪的魔法蝴蝶。	아성체 블러드 나비 문어는 공격을 받으면 추적 마법 나비를 방출할 수 있습니다.	공격을 받으면 추적 마법나비를 방출하는 블러드나비문어의 준성체 단계.	아성체의 피 나비 문어. 공격을 받으면 마법의 나비를 발사하고 추적을 할 수 있다.	
TextConfig_Unit	13102303	找到扎根之地的完全体血蝶章鱼。因为能够释放大量魔法蝴蝶，飞行的能力被退化了。	找到扎根之地的完全體血蝶章魚。因為能夠釋放大量魔法蝴蝶，飛行的能力被退化了。	The mature stage of the Blood-butterfly Octopus, found its rooted ground. Due to its ability to release a large number of magical butterflies, its flying capability has degraded.	ついに住処を見つけた完全体の血蝶のタコ。魔法の蝶をたくさん放てるようになったが、飛行能力は退化してしまったようだ。	Der ausgewachsene Blutsauger-Oktopus, der einen Wurzelort gefunden hat. Er kann eine große Menge magische Schmetterlinge freisetzen, hat jedoch seine Fähigkeit zu fliegen eingebüßt.	找到扎根之地的完全体幻蝶章鱼。因为能够释放大量魔法蝴蝶，飞行的能力被退化了。	뿌리를 내린 온전한 혈나비문어를 찾아보세요. 마법나비를 대량 방출하는 능력으로 인해 비행 능력이 저하되었습니다.	피나비문어의 성숙단계, 뿌리를 찾았습니다. 마법나비를 대량으로 방출하는 능력으로 인해 비행 능력이 저하되었습니다.	로드 중...	
TextConfig_Unit	13102401	有一道巨大裂口的生物。它们成群结队在虚空的边界行动。	有一道巨大裂口的生物。它們成群結隊在虛空的邊界行動。	A creature with a huge fissure. They move in groups along the edge of the Void.	巨大な裂け目を持つ生物。虚空の境界で群れをなして行動する。	Ein Wesen mit einem großen Riss. Sie bewegen sich in Gruppen an der Grenze des Nichts.	内含魔法宝珠的贝类魔物。它们成群结队在虚空的边界行动。	커다란 구멍이 뚫린 생물체. 그들은 공허의 경계에서 떼를 지어 이동합니다.	로드 중...	거대한 균열을 가진 생물. 허공의 경계에서 무리를 이루고 행동한다.	
TextConfig_Unit	13102402	大型的撕裂者，一次能吐出更多魔法弹。	大型的撕裂者，一次能吐出更多魔法彈。	Large Rippers that can spit out more magic bullets at once.	大型の引き裂く者。攻撃の際により多くの魔弾を放つ。	Ein großer Zerreißer, der mehrere magische Kugeln auf einmal ausstoßen kann.	年龄更大的陆行贻贝，一次能吐出更多魔法弹。	한 번에 더 많은 마탄을 뿜어낼 수 있는 대형 티어러.	로드 중...	대형 찢는 사람. 공격 시 더 많은 마탄을 발사한다.	
TextConfig_Unit	13102403	特别巨大的撕裂者，一次能吐出巨量魔法弹。	特別巨大的撕裂者，一次能吐出巨量魔法彈。	Extra large Rippers that can spit out tremendous amount of magic bullets at once.	特大サイズの引き裂く者。攻撃の際に非常に多くの魔弾を放つ。	Ein besonders großer Zerreißer, der eine riesige Menge magischer Kugeln auf einmal ausstoßen kann.	十分少见的的陆行贻贝，一次能吐出巨量魔法弹。	한 번에 엄청난 양의 마탄을 뿜어낼 수 있는 특히나 거대한 티어러.	로드 중...	특대 사이즈의 찢는 사람. 공격 시에 많은 마탄을 발사한다.	
TextConfig_Unit	13102501	在虚空中四处漂浮的生物，类似眼睛的器官能发射聚能子弹。	在虛空中四處漂浮的生物，類似眼睛的器官能發射聚能子彈。	Creatures floating around in the Void, with eye-like organs capable of shooting concentrated-energy bullets.	虚空の中を漂う生物。目に似た部位からチャージショットを放つ。	Ein im Nichts umherschweifendes Wesen, dessen augen-ähnliches Organ konzentrierte Kugeln abfeuern kann.	在虚空中四处漂浮的生物，头部能发射聚能子弹。	공허 속에 떠다니는 생물체는 모양의 총알을 발사할 수 있는 눈처럼 생긴 기관을 가지고 있습니다.	집중된 에너지 총알을 발사할 수 있는 눈처럼 생긴 기관을 가지고 공허 속에 떠다니는 생물입니다.	허공 속을 감도는 생물.	
TextConfig_Unit	13102502	组合在一起的血丝眼球，被击破后会各自行动。	組合在一起的血絲眼球，被擊破後會各自行動。	Clustered Bloodshot Eyeballs that act independently when broken up.	ブラッドアイの集合体。撃破されると各自に動き出す。	Ein zusammengefügter blutunterlaufener Augapfel, der bei Zerschlagung selbstständig agiert.	组合在一起的水晶乌贼，被击破后会各自行动。	함께 모여있는 충혈된 안구는 부서진 후 개별적으로 작동합니다.	로드 중...	브래드 아이의 집합체. 격파되면 각자에게 움직이기 시작한다.	
TextConfig_Unit	13102541	更加强力的血丝眼球，发射的子弹能产生短暂的轨迹以暂时封锁战场。	更加强力的血絲眼球，發射的子彈能產生短暫的軌跡以暫時封鎖戰場。	More powerful bloodshot eyeballs, the fired bullets can generate brief trajectories to temporarily block the battlefield.	さらに強力なブラケットアイ。発射された弾丸は戦場を一時的に封鎖するために短い軌跡を生むことができる。を放つ。	Ein stärkerer blutunterlaufener Augapfel, dessen abgefeuerte Kugeln temporäre Bahnen erzeugen, um das Schlachtfeld kurzzeitig zu blockieren.	更加强力的水晶乌贼，发射的子弹能产生短暂的轨迹以暂时封锁战场。	더욱 강력해진 충혈된 안구, 발사되는 총알은 짧은 탄도를 만들어 일시적으로 전장을 봉쇄할 수 있습니다.	더욱 강력해진 충혈된 안구, 발사된 총알은 짧은 궤적을 생성하여 일시적으로 전장을 차단할 수 있습니다.	로드 중...	
TextConfig_Unit	13102542	组合在一起的轨迹眼球，被击破后会各自行动。	組合在一起的軌跡眼球，被擊破後會各自行動。	Clustered Trail Eyeballs that act independently when broken up.	トラックアイの集合体。撃破されると各自に動き出す。	Ein zusammengefügter Trajektorie-Augapfel, der bei Zerschlagung selbstständig agiert.	组合在一起的轨迹水晶乌贼，被击破后会各自行动。	함께 그룹화된 트랙 안구는 부서진 후 별도로 작동합니다.	로드 중...	트랙 아이의 집합체. 격파되면 각자에게 움직이기 시작한다.	
TextConfig_Unit	13102601	能喷出大量魔法骨头的巨大头骨遗骸，这么大的头骨不是人类能够拥有的。	能噴出大量魔法骨頭的巨大頭骨遺骸，這麼大的頭骨不是人類能夠擁有的。	A gigantic skull remain capable of spewing out numerous magic bones, far too large for any human to possess.	大量の魔法の骨を放つ大型のスカルヘッド。このサイズの頭蓋骨は人間のものではないはずだ。	Ein riesiges Schädelskelett, das eine große Menge magischer Knochen absondern kann. Ein so großes Schädelskelett kann nicht von Menschen stammen.	巨大的石头雕像，能喷出不断反弹的子弹。	엄청난 양의 마법의 뼈를 뿜어낼 수 있는 거대한 두개골의 유적은 인간이 가질 수 있는 것이 아니다.	인간이 소유하기에는 너무 큰 수많은 마법의 뼈를 분출할 수 있는 거대한 두개골 유적입니다.	대량의 마법의 뼈를 발하는 대형의 해골 헤드.이 사이즈의 두개골은 인간의 것이 아닐 것이다.	
TextConfig_Unit	13102602	长有一圈尖刺的巨大头骨，可能来自古代巨人中的王者。	長有一圈尖刺的巨大頭骨，可能來自古代巨人中的王者。	A huge skull with a ring of spikes, possibly belonging to a king among ancient giants.	トゲがびっしり生えた大型スカルヘッド。恐らく古代巨人の王のそれだ。	Ein großes Schädelskelett mit einer Reihe von Stacheln, das möglicherweise von einem König der alten Riesen stammt.	特别巨大的石头雕像，能喷出不断分裂的反弹子弹。	고리 모양의 스파이크가 달린 거대한 두개골로, 고대 거인의 왕의 것으로 추정됩니다.	로드 중...	가시가 굉장히 자란 대형 해골 머리. 아마 고대 거인의 왕의 그것이다.	
TextConfig_Unit	13102701	在虚空中生存的飞行魔物，能发出魔法尖啸。	在虛空中生存的飛行魔物，能發出魔法尖嘯。	A flying creature living in the Void, capable of emitting magic screams.	虚空を飛び回る飛行魔物。魔法の叫びを放つことができる。	Ein im Nichts lebendes fliegendes Monster, das magische Schreie ausstoßen kann.		공허 속에 사는 비행 몬스터는 마법의 비명을 지를 수 있습니다.	로드 중...	허공을 날아다니는 비행 마물. 마법의 외침을 발할 수 있다.	
TextConfig_Unit	13102702	尖叫蝙蝠的雄性个体，体型更大，尖叫声更加刺耳。	尖叫蝙蝠的雄性個體，體型更大，尖叫聲更加刺耳。	The male specimen of the Screaming Bat, larger in size and with even more piercing screams.	スクリーミングバットの雄個体。より体格が大きく、叫び声もより耳障りになった。	Ein männliches Exemplar der schreienden Fledermaus, das größer ist und dessen Schreie schärfer sind.		비명박쥐의 수컷은 더 크고 더 날카로운 비명소리를 냅니다.	로드 중...	스크리밍 박쥐의 수컷 개체.	
TextConfig_Unit	13102741	环绕目标行动的尖叫蝙蝠，更加难摆脱追击。	環繞目標行動的尖叫蝙蝠，更加難擺脫追擊。	Screaming Bats that circle around their target are even more difficult to be shaken off.	獲物の周囲を動くスクリーミングバット。その追撃はさらにしつこいものとなった。	Eine schreiende Fledermaus, der sich um sein Ziel bewegt, wodurch es schwieriger wird, ihm zu entkommen.		비명을 지르는 박쥐가 목표 주위를 돌아다니면 추격을 피하기가 더욱 어려워집니다.	로드 중...	먹이 주위를 움직이는 스크리밍 박쥐. 그 추격은 더욱 끈질긴 것이 되었다.	
TextConfig_Unit	13102742	环绕目标行动的雄性尖叫蝙蝠，更加难摆脱追击。	環繞目標行動的雄性尖叫蝙蝠，更加難擺脫追擊。	Male Screaming Bats that circle around their target are even more difficult to be shaken off.	獲物の周囲を動く雄のスクリーミングバット。その追撃はさらにしつこいものとなった。	Eine männliche schreiende Fledermaus, der sich um sein Ziel bewegt, wodurch es schwieriger wird, ihm zu entkommen.		비명을 지르는 수컷 박쥐는 목표물 주위를 맴돌며 추격을 피하는 것이 훨씬 더 어렵습니다.	로드 중...	먹이 주위를 움직이는 수컷의 스크리밍 박쥐.	
TextConfig_Unit	13102801	一大团小个体聚集在一起形成的巨型魔物，如果不尽快消灭，将很快被淹没。	一大團小個體聚集在一起形成的巨型魔物，如果不儘快消滅，將很快被淹沒。	A gigantic creature made up by a mass of gathering small individuals. If not eliminated quickly, it will soon overwhelm everything in its path.	小さな個体が集まって形成された大型魔物。速やかに倒さないと、すぐに飲み込まれてしまいそうだ。	Ein großes Monster, das aus einer großen Gruppe kleiner Individuen besteht. Wenn es nicht schnell besiegt wird, wird es bald überwältigt.		작은 개체들이 대규모로 모여 거대한 괴물을 형성하고 있으며, 하루빨리 처치하지 않으면 곧 압도될 것입니다.	작은 개체들이 모여서 이루어진 거대한 생물. 빨리 제거하지 않으면 머지않아 그 길에 있는 모든 것을 압도할 것입니다.	로드 중...	
TextConfig_Unit	13102802	一大团小个体聚集在一起形成的巨型魔物，如果不尽快消灭，将很快被淹没。	一大團小個體聚集在一起形成的巨型魔物，如果不儘快消滅，將很快被淹沒。	A gigantic creature made up by a mass of gathering small individuals. If not eliminated quickly, it will soon overwhelm everything in its path.	小さな個体が集まって形成された大型魔物。速やかに倒さないと、すぐに飲み込まれてしまいそうだ。	Ein großes Monster, das aus einer großen Gruppe kleiner Individuen besteht. Wenn es nicht schnell besiegt wird, wird es bald überwältigt.		작은 개체들이 대규모로 모여 거대한 괴물을 형성하고 있으며, 하루빨리 처치하지 않으면 곧 압도될 것입니다.	작은 개체들이 모여서 이루어진 거대한 생물. 빨리 제거하지 않으면 머지않아 그 길에 있는 모든 것을 압도할 것입니다.	로드 중...	
TextConfig_Unit	13102841	部分发生粘连的蹒跚者，有概率产生强大的大型个体。	部分發生粘連的蹣跚者，有概率產生强大的大型個體。	Partly adhesioned Shambler which has a chance to produce powerful large individuals.	部分的に癒着し変異のよろめく者。強い大型個体を生む確率がある。	Ein Torkelnder mit einigen verbundenen Teilen, der die Wahrscheinlichkeit erhöht, dass ein starker großer Individuum entsteht.		서로 붙어 있는 일부 비틀거림이 강력한 대형 개체를 생산할 가능성이 있습니다.	로드 중...	부분적으로 유착하고 돌연변이를 받는 사람. 강한 대형 개체를 낳을 확률이 있다.	
TextConfig_Unit	13102842	部分发生粘连的变异蹒跚者，有概率产生强大的大型个体。	一部分發生粘連的變異蹣跚者，有概率產生强大的大型個體。	Partly adhesioned Mutated Shambler which has a chance to produce powerful large individuals.	よろめく者を構成する小型個体。戦闘力はいまいちだが、数でものを言わせている。	Ein mutierter Torkelnder mit einigen verbundenen Teilen, der die Wahrscheinlichkeit erhöht, dass ein starker großer Individuum entsteht.		서로 뭉쳐 있는 일부 돌연변이된 비틀거림은 강력하고 큰 개체를 생산할 기회가 있습니다.	로드 중...	흔들리는 사람을 구성하는 소형 개체.	
TextConfig_Unit	13102901	组成蹒跚者的小个体，虽然没有什么战斗力，但是胜在数量庞大。	組成蹣跚者的小個體，雖然沒有什麼戰鬥力，但是勝在數量龐大。	The small individuals that make up the Shambler, though weak, they compensate by large numbers.	部分的に癒着しよろめく者。強い大型個体を生む確率がある。	Kleine Individuen, die einen Torkelnder bilden. Sie haben keine Kampfkraft, aber ihre große Anzahl ist entscheidend.		샴블러를 구성하는 작은 개체들은 전투력은 거의 없지만 수적으로는 우월합니다.	로드 중...	부분적으로 유착을 느끼는 사람. 강한 대형 개체를 낳을 확률이 있다.	
TextConfig_Unit	13102902	组成变异蹒跚者的小个体，虽然没有什么战斗力，但是胜在数量庞大。	組成變異蹣跚者的小個體，雖然沒有什麼戰鬥力，但是勝在數量龐大。	The small individuals that make up the Mutated Shambler, though weak, they compensate by large numbers.	変異のよろめく者を構成する小型個体。戦闘力はいまいちだが、数でものを言わせている。	Kleine Individuen, die einen mutierten Torkelnder bilden. Sie haben keine Kampfkraft, aber ihre große Anzahl ist entscheidend.		돌연변이 스태거를 구성하는 작은 개체들은 전투 능력은 거의 없지만 수적으로는 우월합니다.	돌연변이 샴블러를 구성하는 작은 개체들은 비록 약하기는 하지만 많은 수로 보상합니다.	돌연변이가 얽힌 사람을 구성하는 소형 개체. 전투력은 금방이지만, 숫자라도 하는 것을 말하게 하고 있다.	
TextConfig_Unit	13102941	粘连蹒跚者产生的个体，其中比较小的一种。	粘連蹣跚者產生的個體，其中比較小的一種。	A relatively small type of individual produced by Adhesioned Shambler.	癒着しよろめく者が生み出す個体。その中で比較的小さいタイプ。	Ein Individuum, das aus verbundenen Torkelndern hervorgeht, und eine der kleineren Arten.		접착성 샴블러(Adhesive Shamblers)가 생산한 작은 개체 중 하나입니다.	로드 중...	유착해 버리는 사람이 낳는 개체.그 중에서 비교적 작은 타입.	
TextConfig_Unit	13102942	变异粘连蹒跚者产生的个体，其中比较小的一种。	變異粘連蹣跚者產生的個體，其中比較小的一種。	A relatively small type of individual produced by Mutated Adhesioned Shambler.	変異癒着しよろめく者が生み出す個体。その中で比較的小さいタイプ。	Ein Individuum, das aus mutierten verbundenen Torkelndern hervorgeht, und eine der kleineren Arten.		돌연변이 접착 샤글러(Adhesion Shaggler)에 의해 생산된 작은 개체 중 하나입니다.	로드 중...	돌연변이 유착을 하는 사람이 만들어내는 개체. 그 중 비교적 작은 타입.	
TextConfig_Unit	13102943	粘连蹒跚者产生的大型个体，更加坚韧，速度也更快。	粘連蹣跚者產生的大型個體，更加堅韌，速度也更快。	The large individuals produced by the by Adhesioned Shambler which are more resilient and faster in speed.	癒着しよろめく者が生み出す大型個体。より強靭で、速度も速い。数でものを言わせている。	Ein großes Individuum, der aus verbundenen Torkelndern entsteht. Er ist widerstandsfähiger und schneller.		접착성 샴블러로 생성된 대형 생물은 더 강하고 빠릅니다.	Adhesioned Shambler에 의해 생산된 대형 개체는 탄력성과 속도가 더 빠릅니다.	유착하고 부드럽게 하는 사람이 만들어내는 대형 개체. 보다 강인하고 속도도 빠르다. 수라도 말하고 있다.	
