Name	Value.id	Value.chineseS	Value.chineseT	Value.english	Value.japanese	Value.german	Value.chineseH	korean
TextConfig_Unit	12103261	冲锋游曳骨虫	衝鋒遊曳骨蟲	Charge Bone Worm	突撃骨虫	Stürmender schwimmender Knochenwurm	水晶原矿虫	달려드는 골충
TextConfig_Unit	12103262	冲锋游曳骨虫变异	衝鋒遊曳骨蟲變異	Charge Bone Worm Mutated	変異の突撃骨虫	Stürmender mutierter schwimmender Knochenwurm	水晶原矿虫变异	변이된 달려드는 골충
TextConfig_Unit	12103291	脱节游曳骨虫	脫節遊曳骨蟲	Disjointed Bone Worm	脱節骨虫	Abgehängter schwimmender Knochenwurm	结晶水晶矿虫	탈절골충
TextConfig_Unit	12103292	脱节游曳骨虫变异	脫節遊曳骨蟲變異	Disjointed Bone Worm Mutated	変異の脱節骨虫	Abgehängter mutierter schwimmender Knochenwurm	结晶水晶矿虫变异	변이된 탈절 골충
TextConfig_Unit	12103295	脱节游曳骨虫分裂	遊曳骨蟲變異	Wriggling Bone Worm Mutated	変異の骨虫	Abgehängter schwimmender Knochenwurm spaltet sich		변이된 꿈틀거리는 탈절골충
TextConfig_Unit	12103301	血肉之心	血肉之心	Heart of Blood and Flesh	血肉の心	Fleischherz	巨大增生卵	혈육 심장
TextConfig_Unit	12103341	粘液之心	粘液之心	Heart of Mucus	血肉の心	Schleimherz	粘液增生卵	점액 심장
TextConfig_Unit	12103401	爆炸怪	爆炸怪	Explosive Monster	バクダンダー	Explosionsmonster		폭탄괴물
TextConfig_Unit	12103441	破片爆炸怪	破片爆炸怪	Shrapnel Explosive Monster	フラグメント・バクダンダー	Splitterexplosionsmonster		파편 폭탄괴물
TextConfig_Unit	12103501	骨刺钻地虫	骨刺鑽地蟲	Bone Spine Chthonian	ボーンスティックワーム	Knochenstachelbohrer	钻地虫	척추 벌레
TextConfig_Unit	12103601	刺针蜂	刺針蜂	Stinger Wasp	針蜂	Stachelbiene		바늘 말벌
TextConfig_Unit	12103602	狂暴刺针蜂	狂暴刺針蜂	Rage Stinger Wasp	暴れ針蜂	Rasende Stachelbiene		맹렬한 바늘 말벌
TextConfig_Unit	12103701	巨角兽	巨角獸	Gigahorn Beast	グランビースト	Megahorn		큰 뿔 야수
TextConfig_Unit	12103702	大型巨角兽	大型巨角獸	Large Gigahorn Beast	グランビースト・大型	Megahorn - groß		큰 뿔 야수-대형
TextConfig_Unit	12103801	活体飞轮	活體飛輪	Living Flywheel	スカイホイール	Lebende Schwungscheibe		리빙 플라이휠
TextConfig_Unit	12103802	活体飞轮-大型	活體飛輪-大型	Living Flywheel-Large	スカイホイール・大型	Lebende Schwungscheibe - groß		리빙 플라이휠-대형
TextConfig_Unit	12103842	活体飞轮-强化大型	活體飛輪-强化大型	Living Flywheel-Enhanced Large	強化スカイホイール-大型	Lebende Schwungscheibe - verstärkt groß		강화 리빙 플라이휠-대형
TextConfig_Unit	12103872	无尽活体飞轮	無盡活體飛輪	Endless Living Flywheel	スカイホイール・無尽	Unendliche lebende Schwungscheibe		끝없는 리빙 플라이휠
TextConfig_Unit	12103901	活动盔甲	活動盔甲	Living Armor	うごく鎧	Bewegliche Rüstung		리빙 아머
TextConfig_Unit	12104001	长尾多足虫	長尾多足蟲	Long-tailed Centipede	テイルスコピオン	Langschwänzige Tausendfüßler		긴 꼬리 전갈
TextConfig_Unit	12104002	长尾多足虫-大型	長尾多足蟲-大型	Long-tailed Centipede-Large	テイルスコピオン・大型	Langschwänzige Tausendfüßler - groß		긴 꼬리 전갈-대형
TextConfig_Unit	12104101	食人花	巨大岩石	Piranha	人食い花	Menschenfressende Blume		식인 꽃
TextConfig_Unit	12104102	长颈食人花	巨大岩石	Long-stalk Piranha	首長人食い花	Langhalsige Menschenfressende Blume		식인 꽃 우두머리
TextConfig_Unit	12104201	双头肠	雙頭腸	Dual-headed Intestine	ダブルハンド	Zweiköpfige Wurst		쌍두 창자
TextConfig_Unit	12104202	撼地双头肠	撼地雙頭腸	Earth-shaking Dual-headed Intestine	巨大なダブルハンド	Erschütternde zweiköpfige Wurst		거대 쌍두 창자
TextConfig_Unit	12104301	魔力汲取者	魔力汲取者	Mana Absorber	マジックイーター	Magie-Absorber		마력 탐식자
TextConfig_Unit	12104302	魔力畅饮者	魔力暢飲者	Magic Drinker	魔力の飲み放題者	Magie-Trinker		마력 중독자
TextConfig_Unit	12104401	虚空生物	虛空生物	Void Creature	虚空の生物	Leerraumwesen		공허 생물
TextConfig_Unit	12104402	虚空射手	虛空射手	Void Archer	虚空の射手	Leerraum-Schütze		공허 궁수
TextConfig_Unit	12104403	虚空领主	虛空領主	Void Lord	虚空の主	Leerraum-Lord		공허 군주
TextConfig_Unit	12104501	毒囊	毒囊	Poison Sac	ポイズン	Giftbeutel		독주머니
TextConfig_Unit	12104601	长尾毒囊	長尾毒囊	Long-tail Poison Sac	テイルポイズン	Langschwänziger Giftbeutel		긴 꼬리 독주머니
TextConfig_Unit	12104801	暗影之柱	暗影之柱	Shadow Pillar	暗影の柱	Schattenpfeiler		그림자 기둥
TextConfig_Unit	12104802	巨型暗影之柱	巨型暗影之柱	Giant Shadow Pillar	巨大暗影の柱	Riesenschattenpfeiler		거대한 그림자 기둥
TextConfig_Unit	12104901	冰巨人	冰巨人	Ice Giant	アイスジャイアント	Eisriese		얼음 거인
TextConfig_Unit	12105001	灵能水母	靈能水母	Psychic Jellyfish	サイクラゲ	Psychische Qualle		심령 해파리
TextConfig_Unit	12105002	大型灵能水母	大型靈能水母	Large Psychic Jellyfish	サイクラゲ・大型	Große psychische Qualle		심령 해파리-대형
TextConfig_Unit	12105101	无头射手	無頭射手	Headless Archer	デュラハンアーチャー	Kopflose Schütze		머리 없는 궁수
TextConfig_Unit	12105102	传送无头射手	傳送無頭射手	Teleporting Headless Archer	テレポーター・デュラハンアーチャー	Teleportierender kopfloser Schütze		머리 없는 궁수-순간이동
TextConfig_Unit	12105201	无头追击者	無頭追擊者	Headless Pursuer	デュラハンチェイサー	Kopflose Verfolger		머리 없는 추적자
TextConfig_Unit	12105202	狂暴无头追击者	狂暴無頭追擊者	Rampaging Headless Pursuer	マッドネス・デュラハンチェイサー	Rasende kopflose Verfolger		분노한 머리 없는 추적자
TextConfig_Unit	12105301	飞天水螅	飛天水螅	Sky Hydra	トビヒドラ	Fliegende Hydra		플라잉 히드라
TextConfig_Unit	12105302	大型飞天水螅	飛天水螅	Large Sky Hydra	トビヒドラ・大型	Große fliegende Hydra		플라잉 히드라-대형
TextConfig_Unit	12105321	飞天水螅集群	魚人召喚師	Merfolk Summoner	鱼人召唤师	不用翻译		어인 소환사
TextConfig_Unit	12105322	大型飞天水螅集群	魚人召喚師	Merfolk Summoner	鱼人召唤师	不用翻译		대형 어인 소환사
TextConfig_Unit	12105401	远古蜘蛛	遠古蜘蛛	Primeval Spider	太古のクモ	Uralte Spinne		고대 거미
TextConfig_Unit	12105402	扭曲远古蜘蛛	扭曲遠古蜘蛛	Distorted Primeval Spider	歪んだ太古のクモ	Verzerrte uralter Spinne		왜곡된 고대 거미
TextConfig_Unit	12105501	蠕虫	蠕蟲	Worm	ワーム	Wurm		벌레
TextConfig_Unit	12105502	大型蠕虫	大型蠕蟲	Large Worm	ワーム・大型	Großer Wurm		벌레-대형
TextConfig_Unit	12105541	长须蠕虫	長須蠕蟲	Longbeard Worm	ヒゲワーム	Langbartwurm		수염 벌레
TextConfig_Unit	12105542	大型长须蠕虫	大型長須蠕蟲	Large Longbeard Worm	ヒゲワーム・大型	Großer Langbartwurm		커다란 수염 벌레
TextConfig_Unit	12199501	拟态宝箱-锁	擬態寶箱-鎖	Mimicry Chest - Lock	ミミック・鎖	Mimik -Truhe - Schloss		미믹-사슬
TextConfig_Unit	12199502	拟态宝箱-刺	擬態寶箱-刺	Mimicry Chest - Stab	ミミック・棘	Mimik -Truhe - Stachel		미믹-가시
TextConfig_Unit	12199503	拟态宝箱-诅咒	擬態寶箱-詛咒	Mimicry Chest - Curse	ミミック・呪い	Mimik -Truhe - Fluch	拟态宝箱-减益	미믹-저주
TextConfig_Unit	12199504	拟态宝箱	擬態寶箱	Mimicry Chest	ミミック	Mimik-Truhe		미믹
TextConfig_Unit	12199601	偷偷怪	偷偷怪	Sneaky Monster	トルモン	Schleichender Dieb		비열한 괴물
TextConfig_Unit	12300101	巨蛛	巨蛛	Giant Spider	巨大なクモ	Riesenspinne		거대 거미
TextConfig_Unit	12300201	游荡蠕虫	遊蕩蠕蟲	Wandering Worm	彷徨う蠕虫	Umherirrender Wurm		방황하는 벌레
TextConfig_Unit	12300301	迷惑者	迷惑者	Deceiver	迷う者	Verwirrer		홀리는 자
TextConfig_Unit	12300302	迷惑者二型	迷惑者二型	Deceiver Type 2	迷う者・2型	Verwirrer Typ 2		홀리는 자-이형
TextConfig_Unit	12300401	孵化者	孵化者	Hatcher	孵る者	Inkubator		부화자
TextConfig_Unit	12300421	孵化者-子嗣	孵化者-子嗣	Hatcher-Offspring	孵る者・子孫	Inkubator - Nachkommen		부화자-새끼
TextConfig_Unit	12300501	暴躁之眼	暴躁之眼	Raging Eye	激怒の目	Zorniges Auge		격노한 눈알
TextConfig_Unit	12300601	意念之主	意念之主	Master of Mind	念力の主	Herrscher des Willens		염력의 주인
TextConfig_Unit	12300701	虚空小鬼	虛空小鬼	Void Imp	虚空の小悪魔	Leerraum-Dämon		공허 임프
TextConfig_Unit	12300801	全视之眼	全視之眼	All-Seeing Eye	洞観の目	Allsehendes Auge	锁链三角眼	모든 것을 보는 눈
TextConfig_Unit	12300821	全视之眼_节点	全視之眼_節點	All-Seeing Eye_Node	洞観の目-ノード	Allsehendes Auge_ Knoten		모든 것을 보는 눈_노드
TextConfig_Unit	12300901	骸骨半人马	骸骨半人馬	Skeletal Centaur	アンデッドケンタウロス	Skelett-Kentaur	双刃翡翠螳螂	해골 켄타우로스
TextConfig_Unit	12301001	苍白之翼	蒼白之翼	Pale Wings	白き翼	Blasse Flügel		창백한 날개
TextConfig_Unit	12301101	大王花	大王花	Rafflesia	ラフレシア	Rafflesia		대왕 꽃
TextConfig_Unit	12301121	幼年大王花	幼年大王花	Young Rafflesia	若きラフレシア	Junge Rafflesia		어린 대왕 꽃
TextConfig_Unit	12301201	“腐化兽”巴迪	“腐化獸”巴迪	Corrupt Beast  Buddy	「腐化獣」バディ	Das korrupte Biest Buddy		부패한 야수 버디
TextConfig_Unit	12301202	“腐化法师”萨布尔	“腐化法師”薩布林	Corrupt Mage Sabur	「腐化法師」ザブール	Der korrupte Magier Sabur		타락한 마법사 사부르
TextConfig_Unit	12301301	雷电领主	雷電領主	Thunderbeast	サンダービースト	Donnerbestie		천둥 군주
TextConfig_Unit	12301401	Elite14	Elite14	Skeletal Centaur	アンデッドケンタウロス	Elite14		해골 켄타우로스
TextConfig_Unit	12301501	使徒	使徒	Apostle	使徒	Apostel		사도
TextConfig_Unit	12301521	使徒之卵	使徒之卵	Apostle's Egg	使徒の卵	Apostel-Ei		사도의 알
TextConfig_Unit	12500101	无序残骸	無序殘骸	Disordered Remains	カオスの残骸	Chaotische Trümmer		무질서한 잔해
TextConfig_Unit	12500201	毒蛛之卵	毒蛛之卵	Poisonous Spider's Egg	毒クモの卵	Giftspinnen-Ei		독거미 알
TextConfig_Unit	12500301	牢笼	牢籠	Cage	牢獄	Käfig		새장
TextConfig_Unit	12500321	笼中恶灵	籠中惡靈	Caged Evil Spirit	檻の悪霊	Böse Geister im Käfig		갇혀있던 악령
TextConfig_Unit	12500401	不可名状物	不可名狀物	The Indescribable	名状し難いもの	Undefinierbares Wesen		형언할 수 없는 것
TextConfig_Unit	12500421	水蛭	水蛭	Leech	ヒル	Blutegel		거머리
TextConfig_Unit	12500422	巨型水蛭	巨型水蛭	Giant Leech	ジャイアントヒル	Riesenblutegel		거대한 거머리
TextConfig_Unit	12500425	拖拽触手	拖拽觸手	Dragging Tentacles	引っ張る触手	Zug-Tentakel		당기는 촉수
TextConfig_Unit	12500501	深渊主宰	深淵主宰	Abyssal Lord	深淵の支配者	Herr der Abgründe		심연의 군주
TextConfig_Unit	12500601	无尽吞噬者	無盡吞噬者	Endless Devourer	イモータルイーター	Endloser Verschlinger		끝없는 포식자
TextConfig_Unit	12500621	无尽吞噬者	無盡吞噬者	Endless Devourer	イモータルイーター	Endloser Verschlinger		끝없는 포식자
TextConfig_Unit	12500622	长辣条身体（开发中）	長辣條身體（開發中）	Abyssal Lord	深淵の支配者	不用翻译		심연의 군주
TextConfig_Unit	12500651	长辣条召唤物（开发中）	長辣條召喚物（開發中）	Abyssal Lord	深淵の支配者	Beschwörung des langen scharfen Streifens		심연의 군주
TextConfig_Unit	12500652	长辣条召唤物身体（开发中）	長辣條召喚物身體（開發中）	Abyssal Lord	深淵の支配者	Körper der Beschwörung des langen scharfen Streifens (in der Entwicklung)		심연의 군주
TextConfig_Unit	12500653	吞噬者子嗣	吞噬者子嗣	Devourer's Offspring	イータージュニア	Nachkommen des Verschlingers		포식자의 자손
TextConfig_Unit	12509901	制作人•李书建	製作人•李書建	Producer • Li Shujian	プロデューサー・李書建	Produzent: Li Shujian		프로듀서-이서건
TextConfig_Unit	13100101	森林中随处可见的蜘蛛，受到古神的能量影响，比主角世界中的同类要大得多。	森林中隨處可見的蜘蛛，受到古神的能量影響，比主角世界中的同類要大得多。	Spiders commonly seen in the forest, affected by the energy of the Ancient God, are much larger than their counterparts in the protagonist's world.	森の中でよく見かけるクモ。旧神の力の影響を受けており、主人公がいた世界のクモよりはるかにサイズが大きい。	Im Wald allgegenwärtige Spinnen, die durch die Energie der alten Götter beeinflusst wurden und viel größer sind als ihre Artgenossen in der Welt des Protagonisten.		숲 속에서 흔히 볼 수 있는 거미로 고대신의 영향을 받아 주인공 세계의 거미보다 훨씬 크다.
TextConfig_Unit	13100102	蜘蛛中突变的红色个体，能够从独眼中激发红色魔法弹。	蜘蛛中突變的紅色個體，能夠從獨眼中激發紅色魔法彈。	Red individuals mutated from spiders, capable of firing red magic bullets from their single eye.	突然変異した赤色個体のクモ。隻眼からは赤色の魔弾を放つ。	Rote mutierte Individuen unter den Spinnen, die rote magische Kugeln aus ihrem Auge ausstoßen können.		돌연변이한 거미로 외눈으로 붉은 색의 마법탄을 쏜다.
TextConfig_Unit	13100103	蜘蛛中异常强大的红色个体，能够一口气发射一长串的红色魔法弹。	蜘蛛中異常強大的紅色個體，能夠一口氣發射一長串的紅色魔法彈。	Exceptionally powerful red individuals among spiders, capable of shooting a long string of red magic bullets at once.	特に強い赤色個体のクモ。赤色の魔弾を連続して放つことができる。	Besonders starke rote Individuen unter den Spinnen, die eine lange Reihe roter magischer Kugeln auf einmal abfeuern können.		특히 강한 붉은 거미로 붉은 마법탄을 연속으로 쏠 수 있다.
TextConfig_Unit	13100141	受到古神的进一步影响，弹跳蜘蛛会通过激进的跳跃进行狩猎。	受到古神的進一步影響，彈跳蜘蛛會透過激進的跳躍進行狩獵。	Further affected by the Ancient God, the Bouncing Spiders hunt through aggressive leaps.	旧神の影響をさらに受けたクモ。激しく飛び跳ねながら狩りをする。	Unter den weiteren Einfluss der alten Götter jagen springende Spinnen durch aggressive Sprünge.		고대신의 영향을 더욱 많이 받은 거미로 격렬하게 뛰어다니며 사냥을 한다.
TextConfig_Unit	13100142	弹跳蜘蛛中突变的绿色个体，受到毒液晶石的影响，能够发出剧毒魔法弹。	彈跳蜘蛛中突變的綠色個體，受到毒液晶石的影響，能夠發出劇毒魔法彈。	Green individuals mutated from Bouncing Spiders, affected by venom crystals, can emit poisonous magic bullets.	突然変異した緑色個体のバネクモ。毒晶石の影響を受けており、猛毒の魔弾を放つ。	Grüne, mutierte Individuen unter den springenden Spinnen, die durch giftige Kristalle beeinflusst wurden und toxische magische Kugeln ausstoßen können.		돌연변이한 녹색 독 거미로 독 수정의 영향을 받아 맹독의 마법탄을 쏜다.
TextConfig_Unit	13100143	因为某种畸变而长出双眼的狼牙蜘蛛，因而能一口气吐出两排魔法弹。	因為某種畸變而長出雙眼的狼牙蜘蛛，因而能一口氣吐出兩排魔法彈。	Wolf Fang Spiders with dual eyes due to a certain type of mutation, allowing them to spit out two rows of magic bullets at once.	変異を経て双眼が生えた狼牙のクモ。二列の魔弾を同時に放つことができる。	Wolfszahnspinnen mit zwei Augen aufgrund einer Mutation, die in der Lage sind, zwei Reihen magischer Kugeln auf einmal auszuatmen.		특정 변이를 통해 한 눈이 더 생겨 한 번에 두개의 마법탄을 쏠 수 있는 늑대이빨 거미
TextConfig_Unit	13100171	长有变异长腿的弹跳蜘蛛，行动速度更快。	長有變異長腿的彈跳蜘蛛，行動速度更快。	Bouncing Spider with mutated long legs, which make it move faster.	変異した長い足を持つバネクモ。行動速度が速い。	Springende Spinnen mit mutierten langen Beinen, die schneller sind.		돌연변이로 긴 다리를 가진 늑대이빨 거미로 행동 속도가 빠르다.
TextConfig_Unit	13100172	长有变异长腿的剧毒蜘蛛，行动速度更快。	長有變異長腿的劇毒蜘蛛，行動速度更快。	Venomous Spider with mutated long legs, which make it move faster.	変異した長い足を持つ猛毒のクモ。行動速度が速い。	Giftige Spinnen mit mutierten langen Beinen, die schneller sind.		돌연변이로 긴 다리를 가진 맹독 거미
TextConfig_Unit	13100173	长有变异长腿的狼牙蜘蛛，行动速度更快。	長有變異長腿的狼牙蜘蛛，行動速度更快。	Wolf Fang Spider with mutated long legs, which make it move faster.	変異した長い足を持つ狼牙のクモ。行動速度が速い。	Wolfszahnspinnen mit mutierten langen Beinen, die schneller sind.		돌연변이로 긴 다리를 가진 늑대이빨 거미. 행동 속도가 빠르다.
TextConfig_Unit	13100201	快要孵化的蜘蛛卵，当受到刺激就会加快孵化。	快要孵化的蜘蛛卵，當受到刺激就會加快孵化。	Spider eggs about to hatch, which speed up hatching when stimulated.	孵化直前のクモの卵。刺激を与えることで孵化を加速できる。	Kurz vor dem Schlüpfen befindliche Spinneneier, die sich bei Stimulation schneller entwickeln.		부화 직전의 거미 알. 자극을 주면 부화를 가속할 수 있다.
TextConfig_Unit	13100202	拥挤的大型蜘蛛卵，蜘蛛从内部不断涌出。	擁擠的大型蜘蛛卵，蜘蛛從內部不斷湧出。	Crammed large spider eggs from which spiders continuously crowd out from the inside.	ぎっしり詰まった大型クモの卵。中から絶えずにクモが湧き出る。	Überfüllte große Spinneneier, aus denen Spinnen ständig herausströmen.		꽉 찬 대형 거미의 알. 안에서 끊임없이 거미가 솟아나온다.
TextConfig_Unit	13100203	拥挤的大型红眼蜘蛛卵，蜘蛛从内部不断涌出。	擁擠的大型紅眼蜘蛛卵，蜘蛛從內部不斷湧出。	Crammed large Red-eyed Spider eggs from which spiders continuously crowd out from the inside.	ぎっしり詰まった大型の赤目のクモの卵。中から絶えずにクモが湧き出る。	Überfüllte große Spinneneier mit roten Augen, aus denen Spinnen ständig herausströmen.		꽉 찬 대형 적목 거미의 알로. 안에서 끊임 없이 거미가 솟아나온다.
TextConfig_Unit	13100204	快要孵化的红眼蜘蛛卵，当受到刺激就会加快孵化。	快要孵化的紅眼蜘蛛卵，當受到刺激就會加快孵化。	Red-eyed Spider eggs about to hatch, which speed up hatching when stimulated.	孵化直前の赤目のクモの卵。刺激を与えることで孵化を加速できる。	Kurz vor dem Schlüpfen befindliche Spinneneier mit roten Augen, die sich bei Stimulation schneller entwickeln.		부화 직전의 적목거미 알. 자극을 주면 부화를 가속할 수 있다.
TextConfig_Unit	13100241	快要孵化的弹跳蜘蛛卵，当受到刺激就会加快孵化。	快要孵化的彈跳蜘蛛卵，當受到刺激就會加快孵化。	Bouncing Spider eggs about to hatch, which speed up hatching when stimulated.	孵化直前のバネクモの卵。刺激を与えることで孵化を加速できる。	Kurz vor dem Schlüpfen befindliche springende Spinneneier, die sich bei Stimulation schneller entwickeln.		부화 직전의 늑대거미 알. 자극을 주면 부화를 가속할 수 있다.
TextConfig_Unit	13100242	拥挤的大型弹跳蜘蛛卵，蜘蛛从内部不断涌出。	擁擠的大型彈跳蜘蛛卵，蜘蛛從內部不斷湧出。	Crammed large Bouncing Spider eggs from which spiders continuously crowd out from the inside.	ぎっしり詰まった大型バネクモの卵。中から絶えずにクモが湧き出る。	Überfüllte große springende Spinneneier, aus denen Spinnen ständig herausströmen.		꽉 찬 대형 튀는 거미의 알로. 안에서 끊임 없이 거미가 솟아나온다.
TextConfig_Unit	13100243	拥挤的大型剧毒蜘蛛卵，蜘蛛从内部不断涌出。	擁擠的大型劇毒蜘蛛卵，蜘蛛從內部不斷湧出。	Crammed large Venomous Spider eggs from which spiders continuously crowd out from the inside.	ぎっしり詰まった大型ゲキドククモの卵。中から絶えずにクモが湧き出る。	Überfüllte große giftige Spinneneier, aus denen Spinnen ständig herausströmen.		꽉 찬 대형 독 거미의 알로. 안에서 끊임 없이 거미가 솟아나온다.
TextConfig_Unit	13100244	快要孵化的剧毒蜘蛛卵，当受到刺激就会加快孵化。	快要孵化的劇毒蜘蛛卵，當受到刺激就會加快孵化。	Venomous Spider eggs about to hatch, which speed up hatching when stimulated.	孵化直前のゲキドククモの卵。刺激を与えることで孵化を加速できる。	Kurz vor dem Schlüpfen befindliche giftige Spinneneier, die sich bei Stimulation schneller entwickeln.		부화 직전의 독거미 알. 자극을 주면 부화를 가속할 수 있다.
TextConfig_Unit	13100271	快要孵化的长腿蜘蛛卵，当受到刺激就会加快孵化。	快要孵化的長腿蜘蛛卵，當受到刺激就會加快孵化。	Long legged Spider eggs about to hatch, which speed up hatching when stimulated.	孵化直前の足の長いクモの卵。刺激を与えることで孵化を加速できる。	Überfüllte große Langbeinspinneneier, aus denen Spinnen ständig herausströmen.		부화 직전의 긴다리거미 알. 자극을 주면 부화를 가속할 수 있다.
TextConfig_Unit	13100272	拥挤的大型长腿蜘蛛卵，蜘蛛从内部不断涌出。	擁擠的大型長腿蜘蛛卵，蜘蛛從內部不斷湧出。	Crammed large Long legged Spider eggs from which spiders continuously crowd out from the inside.	ぎっしり詰まった大型足の長いクモの卵。中から絶えずにクモが湧き出る。	Kurz vor dem Schlüpfen befindliche Langbeinspinneneier, die sich bei Stimulation schneller entwickeln.		꽉 찬 대형 긴다리거미의 알로. 안에서 끊임 없이 거미가 솟아나온다.
TextConfig_Unit	13100273	拥挤的大型长腿剧毒蜘蛛卵，蜘蛛从内部不断涌出。	擁擠的大型長腿劇毒蜘蛛卵，蜘蛛從內部不斷湧出。	Crammed large Long legged Venomous Spider eggs from which spiders continuously crowd out from the inside.	ぎっしり詰まった大型足の長い猛毒のクモの卵。中から絶えずにクモが湧き出る。	Überfüllte große giftige Langbeinspinneneier, aus denen Spinnen ständig herausströmen.		꽉 찬 대형 긴다리 독거미의 알로. 안에서 끊임 없이 거미가 솟아나온다.
TextConfig_Unit	13100274	快要孵化的长腿剧毒蜘蛛卵，当受到刺激就会加快孵化。	快要孵化的長腿劇毒蜘蛛卵，當受到刺激就會加快孵化。	Long legged Venomous Spider eggs about to hatch, which speed up hatching when stimulated.	孵化直前の足の長い猛毒のクモの卵。刺激を与えることで孵化を加速できる。	Kurz vor dem Schlüpfen befindliche giftige Langbeinspinneneier, die sich bei Stimulation schneller entwickeln.		부화 직전의 긴다리 독거미 알. 자극을 주면 부화를 가속할 수 있다.
TextConfig_Unit	13100301	不稳定的生物，会裂解成小个体，再融合到一起。不知道是先有大的还是先有小的。	不穩定的生物，會裂解成小個體，再融合到一起。不知道是先有大的還是先有小的。	Unstable creatures that break apart into smaller individuals, then merge back together. It's remain unknown that whether the large ones come first or the small ones.	不安定な生物であり、小型の個体に分裂しては融合する。しかし個体が先か、集合体が先かは誰にも分からない。	Instabile Kreaturen, die in kleinere Einheiten zerfallen und wieder fusionieren. Man weiß nicht, ob es zuerst die großen oder die kleinen gab.		불안정한 유기체로 작은 개체로 분할됐다가 다시 합쳐진다. 합쳐진 것과 개별적인 것 중 무엇이 먼저인지는 미제로 남아있다.
TextConfig_Unit	13100401	容易受到环境影响的变形生物，会在地上留下水渍。	容易受到環境影響的變形生物，會在地上留下水漬。	Shapeshifting creatures that are easily affected by the surroundings, leave puddles on the ground.	環境の影響を受けやすい不定形生物。地面に水跡を残す。	Verformbare Kreaturen, die leicht von der Umgebung beeinflusst werden, hinterlassen Wasserflecken auf dem Boden.		주변 환경에 쉽게 영향을 받는 변신 생물로 땅에 웅덩이를 남긴다.
TextConfig_Unit	13100402	容易受到环境影响的变形生物，会在地上留下粘液。	容易受到環境影響的變形生物，會在地上留下粘液。	Shapeshifting creatures that are easily affected by the surroundings, leave mucus on the ground.	環境の影響を受けやすい不定形生物。地面に粘液を残す。	Verformbare Kreaturen, die leicht von der Umgebung beeinflusst werden, hinterlassen Schleimspuren auf dem Boden.		주변 환경에 쉽게 영향을 받는 변신 생물로 땅에 점액을 남긴다.
TextConfig_Unit	13100403	容易受到环境影响的变形生物，会在地上留下毒液。	容易受到環境影響的變形生物，會在地上留下毒液。	Shapeshifting creatures that are easily affected by the surroundings, leave venom on the ground.	環境の影響を受けやすい不定形生物。地面に毒を残す。	Verformbare Kreaturen, die leicht von der Umgebung beeinflusst werden, hinterlassen Gift auf dem Boden.		주변 환경에 쉽게 영향을 받는 변신 생물로 땅에 독을 남긴다.
TextConfig_Unit	13100411	史莱姆中的大型个体，史莱姆通过吐出小个体进行繁殖。	史萊姆中的大型個體，史萊姆透過吐出小個體進行繁殖。	Large individuals among Slimes, reproduce by spitting out smaller ones.	スライムの大型個体であり、小型個体を吐き出すことで繁殖を行う。	Große Exemplare von Schleimen, die durch das Ausspucken kleiner Einheiten zur Fortpflanzung kommen.		슬라임의 대형 개체로, 작은 개체를 토해내며 번식한다.
TextConfig_Unit	13100412	粘液史莱姆中的大型个体，史莱姆通过吐出小个体进行繁殖。	粘液史萊姆中的大型個體，史萊姆透過吐出小個體進行繁殖。	Large individuals among Jam Slimes, reproduce by spitting out smaller ones.	粘液スライムの大型個体であり、小型個体を吐き出すことで繁殖を行う。	Große Exemplare von klebrigen Schleimen, die durch das Ausspucken kleiner Einheiten zur Fortpflanzung kommen.		점액 슬라임의 대형 개체로, 작은 개체를 토해내며 번식한다.
TextConfig_Unit	13100413	毒液史莱姆中的大型个体，史莱姆通过吐出小个体进行繁殖。	毒液史萊姆中的大型個體，史萊姆透過吐出小個體進行繁殖。	Large individuals among Venom Slimes, reproduce by spitting out smaller ones.	毒スライムの大型個体であり、小型個体を吐き出すことで繁殖を行う。	Große Exemplare von giftigen Schleimen, die durch das Ausspucken kleiner Einheiten zur Fortpflanzung kommen.		독 슬라임의 대형 개체로, 작은 개체를 토해내며 번식한다.
TextConfig_Unit	13100441	罕见的特大型史莱姆，凭借傲人的体型在史莱姆社会中称王。	罕見的特大型史萊姆，憑藉傲人的體型在史萊姆社會中稱王。	A rare giant Slime, reigning supreme in the slime society with its impressive size.	巨大個体のスライム。滅多に出現しない存在であり、スライム社会の支配者的存在である。	Eine seltene, sehr große Schleimart, die aufgrund ihrer beeindruckenden Größe in der Schleimgesellschaft herrscht.		희귀한 초대형 슬라임. 거의 출현하지 않는 존재로 슬라임 사회를 지배하는 존재이다.
TextConfig_Unit	13100442	罕见的特大型粘液史莱姆，凭借傲人的体型在史莱姆社会中称王。	罕見的特大型粘液史萊姆，憑藉傲人的體型在史萊姆社會中稱王。	A rare giant Jam Slime, reigning supreme in the slime society with its impressive size.	巨大個体の粘液スライム。滅多に出現しない存在であり、スライム社会の支配者的存在である。	Eine seltene, sehr große Schleimart mit Schleim, die aufgrund ihrer beeindruckenden Größe in der Schleimgesellschaft herrscht.		희귀한 초대형 점액 슬라임. 거의 출현하지 않는 존재로 슬라임 사회를 지배하는 존재이다.
